name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,09/30/2018,08/31/2018,06/30/2018,05/31/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
NetInterestIncome,,,,,,,"-20,367,000",,,,"-21,554,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,434,000","-21,106,000","-21,373,000","-28,868,000","-27,525,000","-27,538,000","-27,837,000","-28,977,000","-30,475,000","-31,353,000","-31,497,000","-31,491,000","-31,560,000","-31,472,000","-32,384,000","-33,387,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,650,064,000","188,241,000","422,317,000","458,714,000","580,792,000","497,665,000","811,353,000","427,500,000","407,189,000","82,228,000","225,649,000","151,320,000","-59,020,000","161,309,000","22,004,000","96,887,000","253,825,000","105,824,000","4,162,000","139,432,000","74,554,000","281,496,000","169,970,000","110,578,000","526,671,000","182,869,000","213,406,000","87,572,000","-322,015,000","25,371,000","-296,428,000","-29,344,000","546,656,000","-66,181,000","89,242,000","71,278,000","119,745,000","-12,932,000","2,517,000","45,448,000","135,250,000","-951,154,000","163,242,000","92,965,000","387,313,000","90,961,000","46,368,000","547,029,000","108,507,000","330,028,000","-27,332,000","112,298,000","74,504,000","24,661,000","-590,000","-98,145,000","-23,792,000","-52,575,000","-56,116,000","-62,016,000","-50,390,000","-66,969,000","-58,278,000","-40,870,000","-56,540,000","-64,290,000","-48,067,000","-45,095,000","-45,188,000","-83,800,000","-8,156,000","-26,081,000","-33,979,000","-55,052,000","-43,288,000","-45,250,000","-60,359,000","11,295,000","57,310,000","24,955,000","-7,092,000","-26,871,000","4,134,000","41,133,000","31,746,000","99,234,000","-34,421,000","57,690,000","-13,630,000","105,627,000","60,096,000","30,855,000","54,437,000","19,500,000","41,400,000","40,200,000","193,200,000","33,000,000","-24,000,000","32,700,000","32,800,000","-24,800,000","-7,000,000","57,900,000","25,300,000","22,600,000","42,500,000","30,700,000","37,000,000","69,600,000","43,300,000","36,900,000","35,200,000","42,500,000","39,400,000","29,900,000","33,000,000","48,900,000","53,600,000","63,100,000","50,900,000","35,900,000","50,800,000","52,100,000","43,300,000","76,900,000","33,300,000","13,300,000","23,200,000","14,900,000","29,100,000","65,800,000","16,600,000","24,300,000","25,000,000","25,200,000","172,200,000","-582,300,000","228,300,000","210,900,000","222,800,000","-264,900,000","88,800,000","96,800,000","97,600,000","-265,800,000","108,400,000","117,200,000","81,700,000","-91,800,000","52,700,000"
EBITDA,"1,815,521,000"
ReconciledCostOfRevenue,"4,176,954,000","812,253,000","1,187,822,000","1,157,758,000","1,240,223,000","1,285,797,000","1,577,965,000","1,314,273,000","1,141,948,000","1,006,402,000","1,129,391,000","945,725,000","976,766,000","1,090,687,000","930,456,000","461,764,000","942,891,000","473,778,000","1,008,428,000","490,338,000","2,595,621,000","2,631,220,000","2,719,210,000","2,652,657,000","2,334,393,000","2,494,501,000","2,389,018,000","2,524,320,000","2,306,902,000","2,396,181,000","2,599,319,000","2,885,365,000","2,622,554,000","2,662,020,000","2,823,134,000","2,809,357,000","2,798,627,000","2,780,875,000","2,471,867,000","2,613,823,000","1,891,262,000","2,161,619,000","1,897,073,000","1,926,224,000","1,864,090,000","93,296,000","84,491,000","112,170,000","91,687,000","89,205,000","94,716,000","205,035,000","189,818,000","162,200,000","178,816,000","182,514,000","188,051,000","199,165,000","223,543,000","226,252,000","228,314,000","228,796,000","213,029,000","196,347,000","108,135,000","95,921,000","90,796,000","126,448,000","174,719,000","-754,468,000","478,800,000","449,530,000","372,485,000","349,478,000","340,767,000","348,027,000","346,267,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"165,457,000","40,307,000","47,404,000","25,212,000","42,317,000","41,307,000","42,333,000","24,575,000","38,650,000","39,783,000","39,386,000","42,339,000","36,668,000","29,313,000","21,446,000",,"17,083,000",,"-5,326,000",,"42,094,000","41,560,000","44,668,000","39,788,000","38,023,000","46,331,000","42,126,000","43,165,000","35,167,000","43,059,000","46,113,000","42,573,000","40,328,000","43,599,000","37,294,000","29,780,000","29,071,000","34,006,000","34,747,000","33,959,000","36,252,000","35,407,000","40,212,000","44,353,000","50,141,000","24,446,000","37,641,000","10,078,000","23,068,000","24,544,000","27,674,000","26,057,000","26,455,000","22,795,000","21,130,000","22,210,000","20,242,000","19,902,000","19,002,000","17,873,000","15,506,000","14,264,000","12,529,000","9,251,000","6,399,000","5,765,000","6,968,000","6,595,000","4,672,000","44,990,000","45,698,000","50,585,000","48,223,000","49,012,000","57,824,000","60,574,000","65,117,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"1,181,671,000","116,085,000","329,517,000","326,761,000","409,308,000","354,222,000","584,061,000","308,671,000","305,813,000","46,323,000","114,432,000","196,817,000","49,752,000","672,040,000","46,087,000","61,393,000","193,911,000","60,182,000","5,673,000","98,004,000","125,697,000","-270,429,000","100,523,000","59,208,000","282,424,000","138,187,000","155,374,000","58,304,000","-221,864,000","52,818,000","-173,886,000","17,421,000","381,775,000","-3,162,000","53,686,000","62,487,000","92,986,000","12,651,000","-162,000","53,334,000","305,923,000","453,836,000","109,285,000","-198,156,000","491,109,000","113,367,000","-291,687,000","183,139,000","12,150,000","1,830,756,000","260,272,000","-244,652,000","191,479,000","-93,605,000","346,394,000","411,023,000","-140,007,000","-2,759,727,000","89,462,000","186,778,000","-95,824,000","444,545,000","2,087,000","26,315,000","7,861,000","7,065,000","3,740,000","35,607,000","81,156,000","-98,622,000","103,588,000","1,216,533,000","2,613,000","52,997,000","74,713,000","31,919,000","-11,952,000","28,445,000","56,090,000","13,609,000","-13,786,000","124,283,000","-2,484,000","19,429,000","12,743,000","90,784,000","-31,960,000","25,874,000","-19,898,000","51,695,000","28,791,000","9,528,000","25,011,000","8,400,000","21,400,000","15,300,000","148,200,000","20,800,000","-2,000,000","14,800,000","12,600,000","-23,800,000","-11,400,000","27,200,000","5,800,000","7,500,000","19,200,000","13,200,000","15,600,000","52,000,000","21,700,000","17,400,000","16,300,000","23,000,000","21,200,000","12,300,000","14,200,000","24,700,000","32,800,000","32,900,000","25,900,000","44,300,000","28,600,000","34,300,000","23,400,000","67,300,000","15,000,000","1,400,000","10,700,000","-1,000,000","12,000,000","50,400,000","3,800,000","5,400,000","10,200,000","5,700,000",,,,,,,,,,,,,,,
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,037,239,000","27,192,000",,,,,"96,944,000","156,318,000",,,,,,,,,,"-15,825,000","62,861,000","53,379,000","-53,858,000","75,353,000","104,317,000","67,820,000","68,740,000","64,868,000","107,721,000","172,920,000","36,120,000","178,716,000","92,842,000","50,877,000","59,501,000","150,673,000","93,872,000","45,702,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,037,239,000","27,192,000",,,,,"96,944,000","156,318,000",,,,,,,,,,"-15,825,000","62,861,000","53,379,000","-53,858,000","75,353,000","104,317,000","67,820,000","68,740,000","64,868,000","107,721,000","172,920,000","36,120,000","178,716,000","92,842,000","50,877,000","59,501,000","150,673,000","93,872,000","45,702,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NormalizedEBITDA,"1,815,521,000","228,548,000","469,721,000","499,250,000","623,109,000","538,972,000","853,686,000","466,583,000","446,709,000","122,594,000","265,119,000","193,659,000","-19,140,000","198,095,000","55,938,000","96,887,000","286,120,000","105,824,000","36,067,000","139,432,000","128,233,000","334,755,000","225,394,000","161,295,000","576,181,000","241,392,000","266,097,000","138,341,000","-272,405,000","83,358,000","-237,962,000","25,896,000","599,096,000","-12,782,000","135,706,000","115,921,000","161,232,000","27,216,000","51,797,000","93,649,000","171,502,000","-1,952,986,000","176,262,000","137,318,000","437,454,000","115,407,000","84,009,000","468,664,000","-24,743,000","354,572,000","342,000","138,355,000","100,959,000","47,456,000","20,540,000","-75,935,000","-3,550,000","-32,673,000","-21,289,000","-107,004,000","-88,263,000","1,153,000","-121,102,000","-135,936,000","-117,961,000","-127,112,000","-105,967,000","-143,460,000","-209,693,000","-74,930,000","-141,174,000","-68,338,000","-36,633,000","-65,541,000","-136,137,000","-78,548,000","-40,944,000","11,295,000","57,310,000","24,955,000","-7,092,000","-26,871,000","4,134,000","41,133,000","31,746,000","99,234,000","-34,421,000","57,690,000","-13,630,000","105,627,000","60,096,000","30,855,000","54,437,000","19,500,000","41,400,000","40,200,000","193,200,000","33,000,000","-24,000,000","32,700,000","32,800,000","-24,800,000","-7,000,000","57,900,000","25,300,000","22,600,000","42,500,000","30,700,000","37,000,000","69,600,000","43,300,000","36,900,000","35,200,000","42,500,000","39,400,000","29,900,000","33,000,000","48,900,000","53,600,000","63,100,000","50,900,000","35,900,000","50,800,000","52,100,000","43,300,000","76,900,000","33,300,000","13,300,000","23,200,000","14,900,000","29,100,000","65,800,000","16,600,000","24,300,000","25,000,000","25,200,000","172,200,000","-582,300,000","228,300,000","210,900,000","222,800,000","-264,900,000","88,800,000","96,800,000","97,600,000","-265,800,000","108,400,000","117,200,000","81,700,000","-91,800,000","52,700,000"
TaxRateForCalcs,"0.229","0.298","0.164","0.216","0.263","0.255","0.273","0.269","0.261","0.27","0.29","0.166","0.27","0.27","0.047","0.209","0.331","0.309","0.256","0.196","0.305","0.4","0.32","0.4","0.262","0.275","0.295","0.4","0.276","0.051","0.332","0.4","0.36","0.35","0.35","0.35","0.359","0.35","0.35","0.275","0.35","0.371","0.35","0.35","0.372","0.35","0.35","0.366","0.35","0.35","0.35","0.058","0.063","0.35","0.35","0.35","0.35","0.35","0.356","0.35","0.346","0.35","0.384","0.35","0.35","0.4","0.4","0.296","0.344","0.4","0.4","0.4","0.193","0.4","0.025","0.4","0.4","0.4","0.4","0.155","0.097","0.4","0.4","0.37","0.379","0.4","0.364","0.379","0.328","0.4","0.336","0.335","0.373","0.4","0.267","0.376","0.167","0.4","0.4","0.271","0.388","0.364","0.4","0.382","0.4","0.157","0.34","0.241","0.325","0.063","0.252","0.284","0.303","0.248","0.256","0.356","0.355","0.392","0.217","0.382","0.371","0","0.139","0.097","0.167","0.4","0.239","0.391","0.078","0.4","0.221","0.089","0.333","0.4","0.038","0.4",,,,,,,,,,,,,,,
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","384,983,081.714","9,517,200","0","0","0","0","35,497,137.768","54,711,300","0","0","0","0","0","0","0","0","0","-5,628,516.066","22,001,350","18,475,029.732","-18,850,300","28,961,122.654","36,510,950","23,737,000","27,496,000","25,947,200","31,856,729.603","59,445,575.761","14,448,000","71,486,400","37,136,800","9,807,614.458","23,800,400","3,696,398.671","37,548,800","18,280,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,
